time,value
2026-03-27 23:11:52.276999950,
2026-03-27 23:11:57.276999950,
2026-03-27 23:12:02.276999950,
2026-03-27 23:12:07.276999950,
2026-03-27 23:12:12.276999950,
2026-03-27 23:12:17.276999950,
2026-03-27 23:12:22.276999950,
2026-03-27 23:12:27.276999950,
2026-03-27 23:12:32.276999950,
2026-03-27 23:12:37.276999950,
2026-03-27 23:12:42.276999950,
2026-03-27 23:12:47.276999950,
2026-03-27 23:12:52.276999950,
2026-03-27 23:12:57.276999950,
2026-03-27 23:13:02.276999950,
2026-03-27 23:13:07.276999950,
2026-03-27 23:13:12.276999950,
2026-03-27 23:13:17.276999950,
2026-03-27 23:13:22.276999950,
2026-03-27 23:13:27.276999950,
2026-03-27 23:13:32.276999950,
2026-03-27 23:13:37.276999950,
2026-03-27 23:13:42.276999950,
2026-03-27 23:13:47.276999950,
2026-03-27 23:13:52.276999950,
2026-03-27 23:13:57.276999950,
2026-03-27 23:14:02.276999950,
2026-03-27 23:14:07.276999950,
2026-03-27 23:14:12.276999950,
2026-03-27 23:14:17.276999950,
2026-03-27 23:14:22.276999950,
2026-03-27 23:14:27.276999950,
2026-03-27 23:14:32.276999950,
2026-03-27 23:14:37.276999950,
2026-03-27 23:14:42.276999950,
2026-03-27 23:14:47.276999950,
2026-03-27 23:14:52.276999950,
2026-03-27 23:14:57.276999950,
2026-03-27 23:15:02.276999950,
2026-03-27 23:15:07.276999950,
2026-03-27 23:15:12.276999950,
2026-03-27 23:15:17.276999950,
2026-03-27 23:15:22.276999950,
2026-03-27 23:15:27.276999950,
2026-03-27 23:15:32.276999950,
2026-03-27 23:15:37.276999950,
2026-03-27 23:15:42.276999950,
2026-03-27 23:15:47.276999950,
2026-03-27 23:15:52.276999950,
2026-03-27 23:15:57.276999950,
2026-03-27 23:16:02.276999950,
2026-03-27 23:16:07.276999950,
2026-03-27 23:16:12.276999950,
2026-03-27 23:16:17.276999950,
2026-03-27 23:16:22.276999950,
2026-03-27 23:16:27.276999950,
2026-03-27 23:16:32.276999950,
2026-03-27 23:16:37.276999950,
2026-03-27 23:16:42.276999950,
2026-03-27 23:16:47.276999950,
2026-03-27 23:16:52.276999950,
2026-03-27 23:16:57.276999950,
2026-03-27 23:17:02.276999950,
2026-03-27 23:17:07.276999950,
2026-03-27 23:17:12.276999950,
2026-03-27 23:17:17.276999950,
2026-03-27 23:17:22.276999950,
2026-03-27 23:17:27.276999950,
2026-03-27 23:17:32.276999950,
2026-03-27 23:17:37.276999950,
2026-03-27 23:17:42.276999950,
2026-03-27 23:17:47.276999950,
2026-03-27 23:17:52.276999950,
2026-03-27 23:17:57.276999950,
2026-03-27 23:18:02.276999950,
2026-03-27 23:18:07.276999950,
2026-03-27 23:18:12.276999950,
2026-03-27 23:18:17.276999950,
2026-03-27 23:18:22.276999950,
2026-03-27 23:18:27.276999950,
2026-03-27 23:18:32.276999950,
2026-03-27 23:18:37.276999950,
2026-03-27 23:18:42.276999950,
2026-03-27 23:18:47.276999950,
2026-03-27 23:18:52.276999950,
2026-03-27 23:18:57.276999950,
2026-03-27 23:19:02.276999950,
2026-03-27 23:19:07.276999950,
2026-03-27 23:19:12.276999950,
2026-03-27 23:19:17.276999950,
2026-03-27 23:19:22.276999950,
2026-03-27 23:19:27.276999950,
2026-03-27 23:19:32.276999950,
2026-03-27 23:19:37.276999950,
2026-03-27 23:19:42.276999950,
2026-03-27 23:19:47.276999950,
2026-03-27 23:19:52.276999950,
2026-03-27 23:19:57.276999950,
2026-03-27 23:20:02.276999950,
2026-03-27 23:20:07.276999950,
2026-03-27 23:20:12.276999950,
2026-03-27 23:20:17.276999950,
2026-03-27 23:20:22.276999950,
2026-03-27 23:20:27.276999950,
2026-03-27 23:20:32.276999950,
2026-03-27 23:20:37.276999950,
2026-03-27 23:20:42.276999950,
2026-03-27 23:20:47.276999950,
2026-03-27 23:20:52.276999950,
2026-03-27 23:20:57.276999950,
2026-03-27 23:21:02.276999950,
2026-03-27 23:21:07.276999950,
2026-03-27 23:21:12.276999950,
2026-03-27 23:21:17.276999950,
2026-03-27 23:21:22.276999950,
2026-03-27 23:21:27.276999950,
2026-03-27 23:21:32.276999950,
2026-03-27 23:21:37.276999950,
2026-03-27 23:21:42.276999950,
2026-03-27 23:21:47.276999950,
2026-03-27 23:21:52.276999950,
2026-03-27 23:21:57.276999950,
2026-03-27 23:22:02.276999950,
2026-03-27 23:22:07.276999950,
2026-03-27 23:22:12.276999950,
